instance,pn,pm,tw,tw_lb,minseps,pmcs,iters,time,time_sat,time_bt
pace16tw_RandomGNM_100_100,27,46,6,6,0,896,903,11.44,11.40,0.01
pace16tw_RandomGNM_250_1000,247,997,-1,6,0,43,49,7200.10,0.00,0.00
pace16tw_RandomGNM_500_500,105,186,-1,7,0,1515,1522,7200.00,0.00,0.00
pace16tw_RandomHolmeKim_300_2_2,135,391,-1,8,0,646,654,7200.01,0.00,0.00
pace16tw_RandomHolmeKim_700_2_2,304,899,-1,3,0,0,3,7200.39,0.00,0.00
pace16tw_RandomNewmanWattsStrogatz_100_5_3,100,269,-1,9,0,1960,1969,7200.00,0.00,0.00
pace16tw_RandomNewmanWattsStrogatz_250_10_3,250,1636,-1,10,0,0,10,7200.04,0.00,0.00
pace16tw_RandomTriangulation_800,err
pace16tw_RingedTree_10,err
pace16tw_RingedTree_6,62,121,-1,7,0,6932,6939,7200.00,0.00,0.00
pace16tw_RingedTree_8,254,505,-1,3,0,0,3,7200.06,0.00,0.00
pace16tw_RKT_100_80_30_0,97,504,-1,22,0,954,976,7200.00,0.00,0.00
pace16tw_RKT_100_90_30_0,71,225,-1,16,0,5498,5514,7200.01,0.00,0.00
pace16tw_RKT_20_40_10_0,18,82,9,9,0,16,26,0.12,0.10,0.00
pace16tw_RKT_20_40_10_1,20,87,10,10,0,40,51,0.27,0.26,0.00
pace16tw_RKT_20_50_10_0,16,66,9,9,0,36,46,0.10,0.09,0.00
pace16tw_RKT_20_50_10_1,18,68,8,8,0,30,39,0.18,0.16,0.00
pace16tw_RKT_20_60_10_0,17,53,7,7,0,72,80,0.20,0.19,0.00
pace16tw_RKT_20_60_10_1,18,55,8,8,0,95,104,0.34,0.32,0.00
pace16tw_RKT_20_70_10_0,14,35,6,6,0,100,107,0.14,0.12,0.00
pace16tw_RKT_20_70_10_1,18,41,6,6,0,122,129,0.42,0.40,0.00
pace16tw_RKT_20_80_10_0,12,20,4,4,0,82,87,0.08,0.07,0.00
pace16tw_RKT_20_80_10_1,12,23,5,5,0,67,73,0.08,0.07,0.00
pace16tw_RKT_300_75_30_0,296,2128,-1,5,0,23,28,7200.79,0.00,0.00
pace16tw_RKT_300_90_30_0,195,743,-1,6,0,163,169,7200.21,0.00,0.00
pace16tw_RKT_500_80_30_0,err
pace16tw_SchlaefliGraph,27,216,21,21,0,2619,2641,18.01,17.95,0.03
pace16tw_ShrikhandeGraph,16,48,9,9,0,312,322,0.74,0.71,0.00
pace16tw_SierpinskiGasketGraph_3,0,0,3,-1,0,0,0,0.01,0.00,0.00
pace16tw_SimsGewirtzGraph,56,280,-1,23,0,616,639,7200.00,0.00,0.00
pace16tw_SquaredSkewHadamardMatrixGraph_2,49,588,40,40,0,17248,17289,5403.96,5403.48,0.41
pace16tw_SquaredSkewHadamardMatrixGraph_3,121,3630,-1,52,0,0,52,7200.01,0.00,0.00
pace16tw_StarGraph_100,0,0,1,-1,0,0,0,0.02,0.00,0.00
pace16tw_stdlib_gmtime,0,0,2,-1,0,0,0,0.02,0.00,0.00
pace16tw_stdlib_mktime,0,0,3,-1,0,0,0,0.01,0.00,0.00
pace16tw_stdlib_print_format,22,39,4,4,0,163,168,0.81,0.77,0.00
pace16tw_stdlib_sincoshf,0,0,2,-1,0,0,0,0.02,0.00,0.00
pace16tw_SylvesterGraph,36,90,-1,15,0,8496,8511,7200.00,0.00,0.00
pace16tw_SymplecticDualPolarGraph_4_4,85,850,-1,29,0,85,114,7200.00,0.00,0.00
pace16tw_SymplecticPolarGraph_4_4,85,850,-1,28,0,85,113,7200.00,0.00,0.00
pace16tw_SzekeresSnarkGraph,50,75,-1,7,0,12665,12672,7200.00,0.00,0.00
pace16tw_TaylorTwographDescendantSRG_3,27,135,17,17,0,297,315,8.37,8.35,0.01
pace16tw_TaylorTwographSRG_3,28,210,22,22,0,400,423,7.52,7.49,0.01
pace16tw_Toroidal6RegularGrid2dGraph_4_6,24,72,9,9,0,540,550,7.30,7.28,0.01
pace16tw_Tutte12Cage,126,189,-1,5,0,504,509,7200.01,0.00,0.00
pace16tw_WheelGraph_100,0,0,3,-1,0,0,0,0.06,0.00,0.00
pace16tw_WorldMap,46,107,5,5,0,975,981,160.05,159.95,0.03
pace17mf_100,106,273,-1,7,0,1313,1320,7200.00,0.00,0.00
pace17mf_10,112,5307,-1,86,0,551,637,7200.01,0.00,0.00
pace17mf_11,39,251,19,19,0,1267,1287,252.37,252.29,0.04
