instance,pn,pm,ghtw,ghtw_lb,minseps,pmcs,iters,time,time_sat,time_bt
ais8,113,1520,-1,3,0,0,3,7200.00,0.00,0.00
atv_partial_system,59,58,3,3,0,6080,6091,2024.69,2024.43,0.18
b01,40,39,5,5,0,2518,2525,295.87,295.76,0.06
b02,25,25,3,3,0,104,107,1.85,1.83,0.00
b03,152,152,-1,2,0,169,171,7200.01,0.00,0.00
b04,err
b05,err
b06,38,42,4,4,0,400,404,38.23,38.18,0.01
b07,err
b08,171,170,-1,2,0,171,173,7200.01,0.00,0.00
b09,168,168,-1,1,0,0,1,7200.01,0.00,0.00
b10,199,188,-1,1,0,0,1,7200.02,0.00,0.00
b11,err
b12,err
b13,102,102,-1,3,0,692,702,7200.00,0.00,0.00
bridge_15,131,133,2,2,0,659,665,3643.67,3642.78,0.02
bridge_25,221,223,-1,1,0,4,9,7200.03,0.00,0.00
bridge_50,err
bridge_75,err
bridge_99,err
c1355,err
c1908,err
c2670,err
c3540,err
c432,181,151,-1,1,0,21,27,7200.02,0.00,0.00
c499,203,202,-1,1,0,0,1,7200.02,0.00,0.00
c5315,err
c6288,err
c7552,err
c880,340,316,-1,1,0,36,56,7200.59,0.00,0.00
clique_10,45,10,5,5,0,5655,5660,3193.53,3193.35,0.13
clique_15,105,15,-1,3,0,1470,1473,7200.01,0.00,0.00
clique_20,190,20,-1,1,0,0,1,7200.12,0.00,0.00
clique_25,300,25,-1,1,0,0,1,7200.59,0.00,0.00
clique_30,err
clique_35,err
clique_40,err
clique_45,err
clique_50,err
clique_60,err
clique_70,err
clique_75,err
clique_80,err
clique_90,err
clique_99,err
dubois100,300,800,-1,1,0,0,1,7200.26,0.00,0.00
dubois20,60,160,2,2,0,184,186,278.67,278.56,0.00
dubois21,63,168,2,2,0,194,196,449.32,449.19,0.00
dubois22,66,176,2,2,0,204,206,613.50,613.36,0.00
dubois23,69,184,2,2,0,214,216,548.79,548.62,0.00
dubois24,72,192,2,2,0,224,226,800.83,800.63,0.00
dubois25,75,200,2,2,0,234,236,1096.71,1096.48,0.01
dubois26,78,208,2,2,0,244,246,878.72,878.49,0.01
dubois27,81,216,2,2,0,254,256,1746.94,1746.63,0.01
dubois28,84,224,2,2,0,264,266,1486.70,1486.39,0.01
dubois29,87,232,2,2,0,274,276,1849.89,1849.53,0.01
dubois30,90,240,2,2,0,284,286,2050.18,2049.80,0.01
dubois50,150,400,-1,1,0,0,1,7200.02,0.00,0.00
flat150-1,err
flat150-50,err
flat150-99,err
flat200-1,err
flat200-50,err
flat200-99,err
flat30-1,87,293,-1,3,0,30,35,7200.00,0.00,0.00
flat30-50,90,300,-1,3,0,57,60,7200.01,0.00,0.00
flat30-99,90,300,-1,3,0,51,54,7200.01,0.00,0.00
flat75-1,216,819,-1,2,0,30,36,7200.02,0.00,0.00
flat75-50,222,833,-1,2,0,12,16,7200.09,0.00,0.00
flat75-99,216,819,-1,2,0,39,47,7200.02,0.00,0.00
grid10,100,180,-1,3,0,272,275,7200.00,0.00,0.00
grid15,225,420,-1,2,0,12,14,7200.02,0.00,0.00
grid20,err
grid25,err
grid2d_10,50,50,-1,3,0,650,653,7200.00,0.00,0.00
grid2d_15,113,112,-1,3,0,876,879,7200.01,0.00,0.00
grid2d_20,200,200,-1,1,0,0,1,7200.02,0.00,0.00
grid2d_25,313,312,-1,1,0,0,1,7200.69,0.00,0.00
grid2d_30,err
grid2d_35,err
grid2d_40,err
grid2d_45,err
grid2d_50,err
grid2d_60,err
grid2d_70,err
grid2d_75,err
grid30,err
grid35,err
grid3d_10,err
grid3d_11,err
grid3d_12,err
grid3d_13,err
grid3d_14,err
grid3d_15,err
grid3d_16,err
grid3d_4,32,32,5,5,0,13296,13301,2825.73,2825.47,0.23
grid3d_5,63,62,-1,5,0,2306,2311,7200.00,0.00,0.00
grid3d_6,108,108,-1,4,0,356,360,7200.01,0.00,0.00
grid3d_7,172,171,-1,3,0,8,11,7200.02,0.00,0.00
grid3d_8,256,256,-1,2,0,0,2,7200.17,0.00,0.00
grid3d_9,err
grid40,err
grid45,err
grid4d_3,41,40,-1,5,0,488,493,7200.00,0.00,0.00
grid4d_4,128,128,-1,4,0,40,44,7200.01,0.00,0.00
grid4d_5,313,312,-1,2,0,0,2,7200.88,0.00,0.00
grid4d_6,err
grid4d_7,err
grid4d_8,err
grid50,err
grid5d_3,122,121,-1,4,0,0,4,7200.01,0.00,0.00
grid5d_4,err
grid5d_5,err
grid5,25,40,3,3,0,320,323,4.96,4.94,0.00
grid60,err
grid70,err
hole10,110,561,-1,3,0,0,3,7200.01,0.00,0.00
hole6,42,133,-1,5,0,924,929,7200.00,0.00,0.00
hole7,56,204,-1,5,0,448,453,7200.00,0.00,0.00
hole8,72,297,-1,4,0,0,4,7200.00,0.00,0.00
hole9,90,415,-1,4,0,0,4,7200.01,0.00,0.00
ii32b1,228,1374,-1,2,0,0,2,7200.09,0.00,0.00
ii32b2,261,2558,-1,1,0,0,1,7200.48,0.00,0.00
ii32c1,222,1277,-1,1,0,2,11,7200.10,0.00,0.00
ii32c2,246,2179,-1,2,0,2,10,7200.23,0.00,0.00
ii32c3,276,3269,-1,1,0,2,9,7200.72,0.00,0.00
ii32d1,err
ii32e1,216,1180,-1,2,0,3,17,7200.29,0.00,0.00
ii32e2,267,2746,-1,1,0,0,1,7200.32,0.00,0.00
ii8a1,66,186,-1,4,0,93,97,7200.00,0.00,0.00
ii8a2,180,800,-1,2,0,0,2,7200.04,0.00,0.00
ii8a3,264,1552,-1,2,0,0,2,7200.43,0.00,0.00
ii8a4,err
ii8b1,336,2068,-1,2,0,0,2,7200.63,0.00,0.00
ii8c1,err
ii8d1,err
ii8e1,err
jnh10,100,850,-1,3,0,0,3,7200.01,0.00,0.00
jnh15,100,850,-1,3,0,0,3,7200.00,0.00,0.00
jnh1,100,850,-1,3,0,0,3,7200.00,0.00,0.00
jnh201,100,800,-1,3,0,0,3,7200.01,0.00,0.00
jnh205,100,800,-1,3,0,0,3,7200.00,0.00,0.00
jnh20,100,850,-1,3,0,0,3,7200.00,0.00,0.00
jnh210,100,800,-1,3,0,0,3,7200.01,0.00,0.00
jnh215,100,800,-1,3,0,0,3,7200.00,0.00,0.00
jnh220,100,800,-1,3,0,0,3,7200.00,0.00,0.00
jnh301,100,900,-1,3,0,0,3,7200.01,0.00,0.00
jnh305,100,900,-1,3,0,0,3,7200.00,0.00,0.00
jnh310,100,900,-1,3,0,0,3,7200.01,0.00,0.00
jnh5,100,850,-1,3,0,0,3,7200.00,0.00,0.00
nasa,err
NewSystem1,61,46,3,3,0,4829,4849,6669.01,6668.77,0.15
NewSystem2,100,69,-1,2,0,2598,2657,7200.00,0.00,0.00
NewSystem3,193,140,-1,1,0,2080,2140,7200.09,0.00,0.00
NewSystem4,243,175,-1,1,0,3826,3926,7200.11,0.00,0.00
par16-1-c,315,1263,-1,1,0,2,6,7200.38,0.00,0.00
par16-1,err
par16-2-c,347,1391,-1,1,0,2,6,7201.20,0.00,0.00
par16-2,err
par16-3-c,332,1331,-1,1,0,2,6,7200.49,0.00,0.00
par16-3,err
par16-4-c,322,1291,-1,1,0,2,6,7200.72,0.00,0.00
par16-4,err
par16-5-c,339,1359,-1,1,0,2,6,7200.88,0.00,0.00
par16-5,err
par8-1-c,63,253,-1,3,0,253,257,7200.00,0.00,0.00
par8-1,297,1051,-1,1,0,53,117,7200.59,0.00,0.00
par8-2-c,67,269,-1,3,0,283,287,7200.00,0.00,0.00
par8-2,305,1075,-1,1,0,45,101,7200.68,0.00,0.00
par8-3-c,74,297,-1,3,0,302,306,7200.00,0.00,0.00
par8-3,309,1097,-1,1,0,41,93,7200.77,0.00,0.00
par8-4-c,66,265,-1,3,0,274,278,7200.00,0.00,0.00
par8-4,307,1077,-1,1,0,43,97,7200.75,0.00,0.00
par8-5-c,74,297,-1,3,0,296,300,7200.00,0.00,0.00
par8-5,310,1099,-1,1,0,40,91,7200.72,0.00,0.00
pret150_25,150,400,-1,1,0,0,1,7200.06,0.00,0.00
pret150_40,150,400,-1,1,0,0,1,7200.01,0.00,0.00
pret150_60,150,400,-1,1,0,0,1,7200.01,0.00,0.00
pret150_75,150,400,-1,1,0,0,1,7200.01,0.00,0.00
pret60_25,60,160,-1,3,0,924,927,7200.01,0.00,0.00
pret60_40,60,160,-1,3,0,924,927,7200.00,0.00,0.00
pret60_60,60,160,-1,3,0,924,927,7200.00,0.00,0.00
pret60_75,60,160,-1,3,0,924,927,7200.00,0.00,0.00
s1196,err
s1238,err
s1423,err
s1488,err
s1494,err
s208,103,103,-1,3,0,777,780,7200.00,0.00,0.00
s27,9,8,2,2,0,19,23,0.03,0.01,0.00
s298,117,114,-1,3,0,503,507,7200.00,0.00,0.00
s344,154,155,-1,2,0,265,275,7200.01,0.00,0.00
s349,155,156,-1,2,0,258,268,7200.01,0.00,0.00
s382,124,130,-1,2,0,242,247,7200.01,0.00,0.00
s386,149,150,-1,2,0,170,177,7200.01,0.00,0.00
s400,127,133,-1,2,0,226,231,7200.01,0.00,0.00
s420,210,210,-1,1,0,0,1,7200.02,0.00,0.00
s444,141,147,-1,2,0,409,414,7200.01,0.00,0.00
s510,215,213,-1,1,0,0,1,7200.06,0.00,0.00
s526,198,195,-1,1,0,1,3,7200.02,0.00,0.00
s5378,err
s641,307,301,-1,1,0,0,1,7200.64,0.00,0.00
s713,303,297,-1,1,0,486,493,7200.69,0.00,0.00
s820,285,288,-1,1,0,16,37,7200.17,0.00,0.00
s832,283,286,-1,1,0,16,37,7200.30,0.00,0.00
s838,err
s953,err
sw180-1,err
sw180-99,err
sw181-1,err
sw181-99,err
sw182-1,err
sw182-99,err
sw18p0-1,err
uf150-01,150,645,-1,3,0,0,3,7200.01,0.00,0.00
uf150-050,150,645,-1,3,0,0,3,7200.07,0.00,0.00
uf150-099,150,645,-1,3,0,0,3,7200.01,0.00,0.00
uf200-01,200,860,-1,3,0,0,3,7200.04,0.00,0.00
uf200-050,200,860,-1,2,0,0,2,7200.06,0.00,0.00
uf200-099,200,860,-1,3,0,0,3,7200.23,0.00,0.00
uf20-01,20,91,6,6,0,88,94,18.22,18.20,0.00
uf20-050,20,91,6,6,0,46,52,20.90,20.89,0.00
uf20-099,20,91,6,6,0,59,65,20.93,20.91,0.00
uf75-01,75,325,-1,4,0,0,4,7200.00,0.00,0.00
uf75-050,75,325,-1,4,0,0,4,7200.01,0.00,0.00
uf75-099,75,325,-1,4,0,0,4,7200.00,0.00,0.00
uuf150-01,150,645,-1,3,0,0,3,7200.02,0.00,0.00
uuf150-050,150,645,-1,3,0,0,3,7200.01,0.00,0.00
uuf150-099,150,645,-1,3,0,1,4,7200.03,0.00,0.00
uuf200-01,200,860,-1,3,0,1,4,7200.04,0.00,0.00
uuf200-050,200,860,-1,3,0,0,3,7200.06,0.00,0.00
uuf200-099,200,860,-1,3,0,0,3,7200.14,0.00,0.00
uuf75-01,75,325,-1,4,0,0,4,7200.00,0.00,0.00
uuf75-050,75,325,-1,4,0,1,5,7200.00,0.00,0.00
uuf75-099,75,325,-1,4,0,0,4,7200.00,0.00,0.00
