instance,pn,pm,ghtw,ghtw_lb,minseps,pmcs,iters,time,time_sat,time_bt
2bitadd_10,330,1422,-1,2,0,0,2,7200.53,0.00,0.00
2bitadd_11,err
2bitadd_12,err
2bitcomp_5,95,310,-1,3,0,35,38,7200.01,0.00,0.00
2bitmax_6,192,766,-1,2,0,0,2,7200.03,0.00,0.00
adder_15,5,4,2,2,0,90,150,0.04,0.01,0.00
adder_25,5,4,2,2,0,150,250,0.05,0.02,0.00
adder_50,5,4,2,2,0,300,500,0.08,0.04,0.00
adder_75,5,4,2,2,0,450,750,0.10,0.06,0.00
adder_99,5,4,2,2,0,594,990,0.13,0.07,0.00
aim-100-1_6-no-3,100,160,-1,4,0,118,122,7200.00,0.00,0.00
aim-100-1_6-yes1-3,100,160,-1,4,0,136,140,7200.00,0.00,0.00
aim-100-2_0-no-3,100,200,-1,4,0,11,15,7200.00,0.00,0.00
aim-100-2_0-yes1-3,100,200,-1,4,0,38,42,7200.00,0.00,0.00
aim-100-3_4-yes1-3,100,340,-1,4,0,0,4,7200.00,0.00,0.00
aim-100-6_0-yes1-3,100,600,-1,3,0,0,3,7200.01,0.00,0.00
aim-200-1_6-no-3,200,320,-1,3,0,51,54,7200.02,0.00,0.00
aim-200-1_6-yes1-3,200,320,-1,1,0,0,1,7200.02,0.00,0.00
aim-200-2_0-no-3,200,400,-1,3,0,0,3,7200.15,0.00,0.00
aim-200-2_0-yes1-3,200,400,-1,3,0,3,6,7200.17,0.00,0.00
aim-200-3_4-yes1-3,200,680,-1,3,0,0,3,7200.03,0.00,0.00
aim-200-6_0-yes1-3,200,1200,-1,3,0,0,3,7200.10,0.00,0.00
aim-50-1_6-no-3,50,80,-1,5,0,678,683,7200.00,0.00,0.00
aim-50-1_6-yes1-3,50,80,-1,6,0,1457,1463,7200.00,0.00,0.00
aim-50-2_0-no-3,50,100,-1,6,0,131,137,7200.00,0.00,0.00
aim-50-2_0-yes1-3,50,100,-1,5,0,84,89,7200.00,0.00,0.00
aim-50-3_4-yes1-3,50,170,-1,5,0,3,8,7200.00,0.00,0.00
aim-50-6_0-yes1-3,50,300,-1,4,0,0,4,7200.00,0.00,0.00
ais10,181,3151,-1,2,0,0,2,7200.11,0.00,0.00
ais6,61,581,-1,4,0,0,4,7200.00,0.00,0.00
